"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","lng","lat","formation","geological_group","member","lithdescript","lithology1","lithification1","minor_lithology1","lithology2","lithification2","minor_lithology2","environment","tectonic_setting","geology_comments"
"149324","occ","","","13142","? Emydinae indet.","subfamily","","","Emydinae","subfamily","53076","Late Maastrichtian","","72.2","66","4381","Chordata","Reptilia","Testudines","Emydidae","","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149325","occ","","","13142","Brachychampsa montana","species","","","Brachychampsa montana","species","53186","Late Maastrichtian","","72.2","66","4381","Chordata","Reptilia","Crocodylia","Alligatoridae","Brachychampsa","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149326","occ","","","13142","Leidyosuchus sternbergi","species","65783","misspelling of, recombined as","Borealosuchus sternbergii","species","134839","Late Maastrichtian","","72.2","66","4381","Chordata","Reptilia","Crocodylia","NO_FAMILY_SPECIFIED","Borealosuchus","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149327","occ","","","13142","Champsosaurus sp.","genus","","","Champsosaurus","genus","37786","Late Maastrichtian","","72.2","66","4381","Chordata","Reptilia","Choristodera","NO_FAMILY_SPECIFIED","Champsosaurus","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149328","occ","","","13142","? Coeluridae indet.","family","","","Coeluridae","family","53001","Late Maastrichtian","","72.2","66","4381","Chordata","Reptilia","NO_ORDER_SPECIFIED","Coeluridae","","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149329","occ","","","13142","Peneteius aquilonius","species","","","Peneteius aquilonius","species","63652","Late Maastrichtian","","72.2","66","4381","Chordata","Reptilia","Squamata","Chamopsiidae","Peneteius","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149330","occ","","","13142","Chamops segnis","species","","","Chamops segnis","species","54233","Late Maastrichtian","","72.2","66","4381","Chordata","Reptilia","Squamata","Chamopsiidae","Chamops","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149331","occ","","","13142","Leptochamops denticulatus","species","67767","","Leptochamops denticulatus","species","67766","Late Maastrichtian","","72.2","66","4381","Chordata","Reptilia","Squamata","Chamopsiidae","Leptochamops","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149332","occ","","","13142","Haptosphenus placodon","species","","","Haptosphenus placodon","species","63649","Late Maastrichtian","","72.2","66","4381","Chordata","Reptilia","Squamata","Chamopsiidae","Haptosphenus","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149333","occ","","","13142","Contogenys sloani n. gen. n. sp.","species","","","Contogenys sloani","species","63609","Late Maastrichtian","","72.2","66","12167","Chordata","Reptilia","Squamata","Globauridae","Contogenys","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149334","occ","","","13142","Exostinus lancensis","species","","","Exostinus lancensis","species","63648","Late Maastrichtian","","72.2","66","4381","Chordata","Reptilia","Squamata","Xenosauridae","Exostinus","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149335","occ","","","13142","Pancelosaurus piger","species","63183","recombined as","Odaxosaurus piger","species","63182","Late Maastrichtian","","72.2","66","4381","Chordata","Reptilia","Squamata","Anguidae","Odaxosaurus","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149336","occ","","","13142","Parasaniwa wyomingensis","species","","","Parasaniwa wyomingensis","species","63647","Late Maastrichtian","","72.2","66","4381","Chordata","Reptilia","Squamata","NO_FAMILY_SPECIFIED","Parasaniwa","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149337","occ","","","13142","Paraderma bogerti","species","","","Paraderma bogerti","species","63233","Late Maastrichtian","","72.2","66","4381","Chordata","Reptilia","Squamata","NO_FAMILY_SPECIFIED","Paraderma","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149338","occ","25795","","13142","Varanidae indet.","family","","","Varanidae","family","38035","Late Maastrichtian","","72.2","66","37933","Chordata","Reptilia","Squamata","Varanidae","","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149339","occ","","","13142","Colpodontosaurus cracens","species","","","Colpodontosaurus cracens","species","63185","Late Maastrichtian","","72.2","66","4381","Chordata","Reptilia","Squamata","NO_FAMILY_SPECIFIED","Colpodontosaurus","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149340","occ","","","13142","Cuttysarkus mcnallyi","species","63645","","Prodesmodon copei","species","67754","Late Maastrichtian","","72.2","66","4381","Chordata","Amphibia","Proteida","Batrachosauroididae","Prodesmodon","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149341","occ","","","13142","Coniophis precedens","species","54231","species not entered","Serpentes","unranked clade","38069","Late Maastrichtian","","72.2","66","4381","Chordata","Reptilia","Squamata","","","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149342","occ","","","13142","? Erycinae indet.","subfamily","","","Erycinae","subfamily","67485","Late Maastrichtian","","72.2","66","4381","Chordata","Reptilia","Squamata","Boidae","","-106.099998","47.799999","Hell Creek","","","""a cross-bedded stram channel""","sandstone","","","","","","coarse channel fill","","'Coastal plain deposits'"
"149983","occ","10063","","13281","Orodromeus makelai","species","","","Orodromeus makelai","species","64338","Middle Campanian","","83.6","72.2","7404","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Thescelosauridae","Orodromeus","-112.182777","47.812500","Two Medicine","Montana","Flag Butte","brown, organic-rich, siliceous carbonates with mudstone inclusions; ""interbedded calcretes and mudstones""","""carbonate""","lithified","argillaceous","mudstone","","","terrestrial indet.","","interpreted as the products of soil formation where partially dried sediments were repeatedly disrupted and mixed in the process of nest construction and daily traffic; ""carbonate-rich paleosols and overbank deposition"""
"149984","occ","42011","","13282","Lambeosaurinae indet.","subfamily","","","Lambeosaurinae","subfamily","53394","Late Campanian","","83.6","72.2","89709","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","","-112.660004","47.820000","Two Medicine","Montana","Flag Butte","nests found at an equal depth beneath a paleosol, incorporated in a grey-brown mudstone interpreted as a floodplain deposit.\r\n""collected from a sequence of alternating mudstones and caliche nodules, which likely represent soil horizons""","mudstone","lithified","","","","","""floodplain""","","see lithology description"
"162423","occ","","","14377","Gobiconodon ostromi","species","","","Gobiconodon ostromi","species","46675","Middle Albian","Early Cenomanian","110.1","93.9","2023","Chordata","Mammalia","Eutriconodonta","Gobiconodontidae","Gobiconodon","-108.244400","45.438999","Cloverly","","Himes","","not reported","","","","","","terrestrial indet.","",""
"162424","occ","","","14378","Gobiconodon ostromi n. gen. n. sp.","species","","","Gobiconodon ostromi","species","46675","Middle Albian","Early Cenomanian","110.1","93.9","2023","Chordata","Mammalia","Eutriconodonta","Gobiconodontidae","Gobiconodon","-108.811302","45.197399","Cloverly","","Himes","","not reported","","","","","","terrestrial indet.","",""
"162425","occ","","","14379","Triconodontidae indet.","family","","","Triconodontidae","family","39760","Middle Albian","Early Cenomanian","110.1","93.9","2023","Chordata","Mammalia","Eutriconodonta","Triconodontidae","","-108.811302","45.226200","Cloverly","","Himes","""concretionary zone""","not reported","","","","","","terrestrial indet.","",""
"162426","occ","","","14380","Triconodontidae indet.","family","","","Triconodontidae","family","39760","Middle Albian","Early Cenomanian","110.1","93.9","1229","Chordata","Mammalia","Eutriconodonta","Triconodontidae","","-106.900002","45.099998","Cloverly","","Himes","","not reported","","","","","","terrestrial indet.","",""
"162427","occ","","","14381","Corviconodon montanensis n. sp.","species","","","Corviconodon montanensis","species","143620","Middle Albian","Early Cenomanian","110.1","93.9","1229","Chordata","Mammalia","Eutriconodonta","Triconodontidae","Corviconodon","-106.900002","45.099998","Cloverly","","Himes","","not reported","","","","","","terrestrial indet.","",""
"162428","occ","16","","14382","Montanalestes keeblerorum","species","48803","","Montanalestes keeblerorum","species","48802","Middle Albian","Early Cenomanian","110.1","93.9","6294","Chordata","Mammalia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Montanalestes","-109.000000","45.200001","Cloverly","","Himes","","not reported","","","","","","terrestrial indet.","",""
"162695","occ","50","","14432","Ectocentrocristus foxi","species","","","Ectocentrocristus foxi","species","45964","Middle Campanian","Late Campanian","83.6","72.2","2907","Chordata","Mammalia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ectocentrocristus","-110.699997","47.700001","Judith River","Montana","","","not reported","","","","","","terrestrial indet.","",""
"162706","occ","","","14434","Mesodma sp.","genus","","","Mesodma","genus","39815","Middle Campanian","Late Campanian","83.6","72.2","1488","Chordata","Mammalia","Multituberculata","Neoplagiaulacidae","Mesodma","-109.269997","46.419998","Judith River","Montana","","","sandstone","","","","","","""channel""","",""
"162707","occ","","","14434","Cimolomys sp.","genus","","","Cimolomys","genus","39855","Middle Campanian","Late Campanian","83.6","72.2","1098","Chordata","Mammalia","Multituberculata","Cimolomyidae","Cimolomys","-109.269997","46.419998","Judith River","Montana","","","sandstone","","","","","","""channel""","",""
"162708","occ","","","14434","Meniscoessus sp.","genus","","","Meniscoessus","genus","39832","Middle Campanian","Late Campanian","83.6","72.2","1098","Chordata","Mammalia","Multituberculata","Cimolomyidae","Meniscoessus","-109.269997","46.419998","Judith River","Montana","","","sandstone","","","","","","""channel""","",""
"162709","occ","19456","","14434","Pediomyidae indet.","family","39999","","Pediomyidae","family","209133","Middle Campanian","Late Campanian","83.6","72.2","19636","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","","-109.269997","46.419998","Judith River","Montana","","","sandstone","","","","","","""channel""","",""
"162710","occ","","","14434","Gypsonictops sp.","genus","","","Gypsonictops","genus","40255","Middle Campanian","Late Campanian","83.6","72.2","1098","Chordata","Mammalia","NO_ORDER_SPECIFIED","Gypsonictopidae","Gypsonictops","-109.269997","46.419998","Judith River","Montana","","","sandstone","","","","","","""channel""","",""
